systemic_crisis,currency_crises,inflation_crises,banking_crisis,exch_usd,gdp_weighted_default,inflation_annual_cpi,domestic_debt_in_default,sovereign_external_debt_default,independence
0,0,0,0,5.57016,0,0.011228728,0,0,1
0,0,0,0,5.22362,0,1.886196037,0,0,1
0,0,0,0,5.6783,0,5.551930333,0,0,1
0,0,1,0,5.7392,0,20.82296472,0,0,1
0,0,1,0,5.6774,0,23.79801683,0,0,1
0,0,0,0,6.5892,0,15.20534955,0,0,1
0,0,0,0,6.639,0,10.75945144,0,0,1
0,0,0,0,6.3503,0,9.794534493,0,0,1
0,0,0,0,5.921,0,9.063188827,0,0,1
0,1,1,0,7.5855,0,23.21616753,0,0,1
0,0,1,0,7.8349,0,33.04,0,0,1
0,1,1,0,10.3293,0,26.45,0,0,1
0,0,0,0,10.8605,0,13.384,0,0,1
0,1,0,0,12.7233,0,7.452,0,0,1
0,1,0,0,15.6033,0,5.525,0,0,1
0,0,0,0,14.31,0,8.321,0,0,1
0,0,0,0,13.1367,0,4.336,0,0,1
0,0,0,0,12.1752,0,0.719,0,0,1
0,0,0,0,13.8337,0,3.6,0,0,1
0,0,0,0,14.996,0,13.61,0,0,1
0,0,0,0,14.322,0,10.705,0,0,1
0,0,0,0,14.7939,0,12.817,0,0,1
0,0,0,0,16.998,0,2.857,0,0,1
0,0,0,0,18.6558,0,15.288,0,0,1
0,0,0,0,17.8626,0,7.335,0,0,1
0,0,0,0,17.6641,0,6.026,0,0,1
0,0,0,1,17.9715,0,6.553,0,0,1
0,1,0,0,22.265,0,6.831,0,0,1
0,0,0,0,24.7835,0,6.808,0,0,1
0,0,0,0,25.468,0,6.872,0,0,1
0,0,0,0,27.8817,0,4.23,0,0,1
0,0,0,0,30.3942,0,5.391,0,0,1
0,0,0,0,29.1968,0,6.414,0,0,1
0,0,0,0,26.0877,0,3.931,0,0,1
0,0,0,0,28.2044,0,4.703,0,0,1
0,0,0,0,30.6666,0,4.921,0,0,1
0,0,0,0,34.3368,0,8.93,0,0,1
0,0,0,0,28.2162,0,8.827,0,0,1
0,0,0,0,31.7555,0,9.731,0,0,1
0,0,0,0,30.2905,0,2.516,0,0,1
0,0,0,0,30.39,0,2.929,0,0,1
0,0,0,0,29.33,0,6.526,0,0,1
0,0,0,0,30.52,0,4.902,0,0,1
0,0,0,0,30.12512987,0,4.131,0,0,1
0,0,0,0,31.7374584,0,3.772,0,0,1
0,0,1,0,0.917,0,25,0,0,0
0,0,1,0,0.917,0,32,0,0,0
0,0,1,0,0.75,0,38.1935295,0,0,0
0,1,1,0,0.5,0,28.50635593,0,0,0
0,1,1,0,0.5674,0,34.8116396,0,0,0
0,0,0,0,0.5657,0,18.98618075,0,0,0
0,0,1,0,1.2228,0,56.75522894,0,0,0
0,1,1,0,1.2228,0,57.47303544,0,0,0
0,0,1,0,1.2228,0,40.14656285,0,0,0
0,1,1,0,2.197,0,22.99979203,0,0,0
0,1,0,0,3.5824,0,1.625584232,0,0,0
0,0,1,0,3.5824,0,23.2010648,0,0,0
0,0,0,0,3.5824,0,5.194366741,0,0,0
0,0,0,0,3.5824,0,-1.234239604,0,0,0
0,0,0,0,3.5824,0,2.49932689,0,0,0
0,0,0,0,3.5824,0,5.86226574,0,0,0
0,0,0,0,3.5824,0,5.714750199,0,0,1
0,0,0,0,3.5875,0,2.317242942,0,0,1
0,1,0,0,4.2958,0,4.383973421,0,0,1
0,1,0,0,4.908,0,-2.171161818,0,0,1
0,0,0,0,5.0605,0,2.219347442,0,0,1
0,0,0,0,5.0605,0,2.27574134,0,0,1
0,0,0,0,5.0241,0,5.408269117,0,0,1
0,0,0,0,5.0226,0,5.738828475,0,0,1
0,0,0,0,5.0226,0,4.233330742,0,0,1
0,0,0,0,5.0235,0,2.481368989,0,0,1
0,0,0,0,5.0265,0,-0.234959675,0,0,1
0,0,0,0,5.0276,0,-1.126519599,0,0,1
0,0,0,0,5.0409,0,1.138535071,0,0,1
0,0,0,0,5.0493,0,1.691647635,0,0,1
0,0,0,0,5.0269,0,1.915840245,0,0,1
0,0,0,0,4.76,0,4.397441072,0,0,1
0,0,0,0,4.5569,0,3.211368966,0,0,1
0,0,0,0,3.8851,0,7.193348119,0,0,1
0,0,0,0,4.1548,0,15.97890765,0,0,1
0,0,0,0,3.8379,0,7.00696628,0,0,1
0,0,0,0,4.2041,0,10.97328486,0,0,1
0,0,0,0,4.32,0,10.81415052,0,0,1
0,0,0,0,3.88645,0,9.720054887,0,0,1
0,0,0,0,3.7388,0,8.651393052,0,0,1
0,0,0,0,4.334149999,0,9.408,0,0,1
0,0,0,0,5.333349999,0,12.493,0,0,1
0,0,0,0,6.267549999,0,10.528,0,0,1
1,0,0,1,8.060999999,0.13,6.208,0,1,1
1,0,0,1,9.551199999,0,12.448,0,0,1
0,1,0,0,9.621299999,0,7.729,0,0,1
0,0,0,0,8.7117,0.13,8.734,0,1,1
0,0,0,0,7.8003,0.13,2.699,0,1,1
0,0,0,0,8.2106,0.13,2.369,0,1,1
0,0,0,0,8.1218,0.13,3.138,0,1,1
0,0,0,0,8.0429,0.13,6.026,0,1,1
0,0,0,0,8.1499,0,8.991,0,0,1
0,0,0,0,9.0487,0,5.74,0,0,1
0,0,0,0,9.6512,0,5.183,0,0,1
0,0,0,0,8.9596,0,5.142,0,0,1
0,0,0,0,8.4689,0,6.124,0,0,1
0,0,0,0,8.7995,0,2.987,0,0,1
0,0,0,0,9.7141,0,1.041,0,0,1
0,0,0,0,9.2551,0,2.745,0,0,1
0,0,0,0,10.087,0,0.69,0,0,1
0,0,0,0,10.619,0,1.923,0,0,1
0,0,0,0,11.56,0,0.613,0,0,1
0,0,0,0,10.167,0,2.779,0,0,1
0,0,0,0,8.7499,0,1.163,0,0,1
0,0,0,0,8.2177,0,1.493,0,0,1
0,0,0,0,9.2494,0,0.983,0,0,1
0,0,0,0,8.4566,0,3.285,0,0,1
0,0,0,0,7.7132,0,2.036,0,0,1
0,0,0,0,8.0982,0,3.891,0,0,1
0,0,0,0,7.8601,0,0.972,0,0,1
0,0,0,0,8.3569,0,0.994,0,0,1
0,0,0,0,8.5772,0,0.907,0,0,1
0,0,0,0,8.4335,0,1.287,0,0,1
0,0,0,0,8.15,0,1.881,0,0,1
0,0,0,0,8.82,0,0.443,0,0,1
0,0,0,0,0,0,3.10291645,0,0,0
0,0,0,0,0,0,6.173562277,0,0,0
0,0,0,0,0,0,6.862909067,0,0,0
0,0,0,0,0,0,1.546396847,0,0,0
0,0,0,0,0,0,-3.399990138,0,0,0
0,0,0,0,0,0,4.707596881,0,0,0
0,0,0,0,0,0,4.325727898,0,0,1
0,0,0,0,0,0,6.217386806,0,0,1
0,0,0,0,0,0,2.911602856,0,0,1
0,0,0,0,0,0,-1.028492383,0,0,1
0,0,0,0,0,0,0.938030761,0,0,1
0,0,0,0,0,0,4.601492449,0,0,1
0,0,0,0,0,0,8.140460297,0,0,1
0,0,0,0,0,0,-4.55304656,0,0,1
0,0,0,0,0,0,2.733415482,0,0,1
0,0,0,0,0,0,11.00320434,0,0,1
0,0,0,0,0,0,13.41347233,0,0,1
0,0,0,0,0,0,15.47842436,0,0,1
0,0,0,0,0,0,-0.008248214,0,0,1
0,1,0,0,0.657894999,0,11.67346946,0,0,1
0,0,0,0,0.616218881,0,11.25943742,0,0,1
0,0,1,0,0.614665929,0,38.50391131,0,0,1
0,0,0,0,0.631074088,0,18.33643443,0,0,1
0,0,1,0,0.651380928,0,22.3551061,0,0,1
0,0,0,0,0.64808814,0,15.78133117,0,0,1
0,0,0,0,0.570613409,0,10.06822352,0,0,1
0,0,0,0,0.544454729,0,9.97,0,0,1
0,1,0,0,0.636902109,0,20.555,0,0,1
0,0,1,0,0.670241287,0,5.882,0,0,1
0,0,0,0,0.748559024,0,22.222,0,0,1
0,0,1,0,0.808276754,0,40.909,0,0,1
0,1,1,0,0.99960016,0,3.226,0,0,1
0,1,0,0,3.316749585,0,6.25,0,0,1
0,1,0,0,4.140786749,0,11.765,0,1,1
0,1,0,0,5.353319058,0,34.211,0,1,1
0,1,1,0,7.651109411,0,49.02,0,1,1
0,1,1,0,9.00090009,0,7.895,0,1,1
1,1,0,1,19.64636542,0,44.565,0,1,1
1,0,1,1,21.88183807,0,57.143,0,1,1
1,0,1,1,21.99736032,0,57.416,0,1,1
1,0,1,1,21.88662727,0,72.729,0,0,1
0,0,1,0,21.8861,0,29.292,0,0,1
0,0,1,1,21.886,0,10.673,0,0,1
0,0,0,0,21.886,0,7.862,0,0,1
0,1,0,0,97.95,0,6.618,0,0,1
0,0,0,0,109.55,0,6.938,0,0,1
0,0,0,0,112.95,0,18.869,0,0,1
0,0,0,0,126.4,0,12.883,0,0,1
0,0,0,0,136.5,0,14.033,0,0,1
0,0,0,0,132.35,0,15.001,0,1,1
0,0,0,0,129,0,17.856,0,1,1
0,0,0,0,128.27,0,8.218,0,0,1
0,0,0,0,117.968,0,5.413,0,0,1
0,0,0,0,132.5625,0,11.581,0,0,1
1,0,0,1,149.581,0,12.543,0,0,1
1,0,0,1,150.6617,0,13.72,0,0,1
1,0,0,1,158.267,0,10.841,0,0,1
1,0,0,1,155.27,0,12.225,0,0,1
1,0,0,1,155.2,0,8.495,0,0,1
1,0,0,1,155.25,0,8.048,0,0,1
0,0,0,0,0.2061,0,4.109589041,0,0,0
0,0,0,0,0.2045,0,9.204368175,0,0,0
0,0,0,0,0.2049,0,2.414285714,0,0,0
0,0,0,0,0.2047,0,-8.236853118,0,0,0
0,0,0,0,0.20455,0,-5.130348864,0,0,0
0,0,0,0,0.20485,0,-6.753725365,0,0,0
0,0,0,0,0.2053,0,-7.251482086,0,0,0
0,0,0,0,0.20405,0,-1.556276054,0,0,0
0,0,0,0,0.2052,0,-1.590288887,0,0,0
0,0,0,0,0.2049,0,4.838401224,0,0,0
0,0,0,0,0.2048,0,15.38672018,0,0,1
0,0,0,0,0.2051,0,3.999683819,0,0,1
0,0,0,0,0.20485,0,2.561374173,0,0,1
0,0,0,0,0.20485,0,1.252408478,0,0,1
0,0,0,0,0.18925,0,1.236917222,0,0,1
0,0,0,0,0.2063,0,4.87275882,0,0,1
0,0,0,0,0.20965,0,5.81828209,0,0,1
0,0,0,0,0.20985,0,9.889250814,0,0,1
0,0,0,0,0.2098,0,7.001422812,0,0,1
0,0,0,0,0.20985,0,0.93079949,0,0,1
0,0,1,0,0.2532,0,35.18691332,0,0,1
0,0,0,0,0.2406,0,-18.07365899,0,0,1
0,0,0,0,0.21695,0,-3.95519429,0,0,1
0,0,0,0,0.21295,0,0.758592218,0,0,1
0,0,0,0,0.21295,0,0,0,0,1
0,0,0,0,0.20575,0,-1.505761844,0,0,1
0,0,0,0,0.2056,0,-1.523581717,0,0,1
0,0,0,0,0.2065,0,2.323371,0,0,1
0,0,0,0,0.2065,0,-0.758592218,0,0,1
0,0,0,0,0.2065,0,-1.523581717,0,0,1
0,0,0,0,0.2065,0,-2.328651389,0,0,1
0,0,0,0,0.2065,0,-3.968211061,0,0,1
0,0,0,0,0.2084,0,-5.432640883,0,0,1
0,1,0,0,0.19635,0,2.39909513,0,0,1
0,0,0,0,0.1963,0,-1.453403872,0,0,1
0,0,0,0,0.20385,0,-0.44835113,0,0,1
0,0,0,0,0.2008,0,0.906666667,0,0,1
0,0,0,0,0.202,0,5.63777308,0,0,1
0,0,0,0,0.2012,0,-0.32243718,0,0,1
0,0,0,0,0.21565,0,0.858895706,0,0,1
0,1,0,0,0.25125,0,3.926122539,0,0,1
0,0,0,0,0.25125,0,6.02851974,0,0,1
0,0,0,0,0.25125,0,8.671651528,0,0,1
0,0,0,0,0.25125,0,4.964211498,0,0,1
0,0,0,0,0.25125,0,3.884733832,0,0,1
0,0,0,0,0.2497,0,0.762291958,0,0,1
0,0,0,0,0.2497,0,6.060606061,0,0,1
0,0,0,0,0.3077,0,4.287695661,0,0,1
0,0,0,0,0.28985,0,6.847285025,0,0,1
0,0,0,0,0.31745,0,2.564102564,0,0,1
0,1,0,0,0.35715,0,6.875866852,0,0,1
0,0,0,0,0.35715,0,7.653375726,0,0,1
0,0,0,0,0.35715,0,6.609004882,0,0,1
0,0,0,0,0.35715,0,0.777385159,0,0,1
0,0,0,0,0.35715,0,3.8457223,0,0,1
0,0,0,0,0.35715,0,1.699035682,0,0,1
0,0,0,0,0.35715,0,1.888446215,0,0,1
0,0,0,0,0.3568,0,3.263731394,0,0,1
0,0,0,0,0.3554,0,3.160578598,0,0,1
0,0,0,0,0.35555,0,0.785513275,0,0,1
0,0,0,0,0.3557,0,1.583062206,0,0,1
0,0,0,0,0.3557,0,2.079449304,0,0,1
0,0,0,0,0.3557,0,1.325278636,0,0,1
0,0,0,0,0.3573,0,1.005222535,0,0,1
0,0,0,0,0.3576,0,4.141937863,0,0,1
0,0,0,0,0.3571,0,3.489437844,0,0,1
0,0,0,0,0.3571,0,3.638360819,0,0,1
0,1,0,0,0.7093,0,2.151507653,0,0,1
0,0,0,0,0.7119,0,3.045535464,0,0,1
0,0,0,0,0.7149,0,3.812391596,0,0,1
0,0,0,0,0.7131,0,4.882526907,0,0,1
0,0,0,0,0.696,0,6.705448811,0,0,1
0,0,0,0,0.7394,0,8.431511329,0,0,1
0,0,0,0,0.6667,0,10.76861601,0,0,1
0,0,0,0,0.6678,0,13.81223876,0,0,1
0,0,0,0,0.6725,0,11.25107466,0,0,1
0,0,0,0,0.8673,0,11.31771632,0,0,1
0,0,0,1,0.8681,0,10.21066965,0,0,1
0,0,0,1,0.8684,0,12.23442663,0,0,1
0,0,0,0,0.8244,0,13.89287442,0,0,1
0,0,0,0,0.745378653,0,14.236,0,0,1
0,1,0,0,0.956571648,0,15.741,0,0,1
0,0,0,0,1.076310408,0,14.4,0,0,1
0,0,0,0,1.221896383,0,12.587,0,0,1
0,1,0,0,1.984914649,0,11.18,0,0,1
0,1,0,0,2.557544764,0.36,16.201,0,1,1
0,0,0,0,2.183406114,0.36,18.75,0,1,1
0,0,0,0,1.929943067,0.36,16.194,0,1,1
0,1,0,0,2.377725468,0,12.892,0,0,1
0,0,0,1,2.536011361,0.36,14.506,0,1,1
0,0,0,0,2.562525625,0,14.286,0,0,1
0,0,0,0,2.743032697,0,15.566,0,0,1
0,0,0,0,3.053,0,13.673,0,0,1
0,0,0,0,3.3975,0.36,9.874,0,1,1
0,0,0,0,3.5435,0,8.824,0,0,1
0,0,0,0,3.6475,0,8.709,0,0,1
0,1,0,0,4.6825,0,7.32,0,0,1
0,0,0,0,4.8675,0,8.623,0,0,1
0,1,0,0,5.86,0,6.872,0,0,1
0,0,0,0,6.1545,0,5.211,0,0,1
0,1,0,0,7.5685,0,5.374,0,0,1
0,1,0,0,12.1265,0,5.7,0,0,1
0,0,0,0,8.64,0,9.177,0,0,1
0,0,0,0,6.64,0,5.806,0,0,1
0,0,0,0,5.63,0,1.392,0,0,1
0,0,0,0,6.325,0,3.393,0,0,1
0,0,0,0,6.97,0,4.688,0,0,1
0,0,0,0,6.81,0,7.09,0,0,1
0,1,0,0,9.305,0,11.536,0,0,1
0,0,0,0,7.38,0,7.13,0,0,1
0,0,0,0,6.6316,0,4.257,0,0,1
0,1,0,0,8.1429,0,5,0,0,1
0,0,0,0,8.50115,0,5.654,0,0,1
0,1,0,0,10.48985,0,5.752,0,0,1
0,0,1,0,49.189,0,22.01300157,0,0,0
0,0,1,0,44.937,0,24.58203197,0,0,0
0,0,1,0,129.831,0,24.99631323,0,0,0
0,0,1,0,50,0,72.10948561,0,0,0
0,1,1,0,55.355,0,37.61310666,0,0,0
0,0,0,0,55.191,0,13.77833126,0,0,0
0,1,1,0,119.3,0,49.61253886,0,0,0
0,0,1,0,119.3,0,67.09975712,0,0,0
0,0,1,0,119.3,0,69.14172635,0,0,0
0,1,0,0,214.34,0,4.156960191,0,0,0
0,1,0,0,349.5,0,3.502982107,0,0,0
0,0,0,0,349.5,0,15.03591871,0,0,0
0,0,0,0,349.5,0,7.006177993,0,0,0
0,0,0,0,349.5,0,-0.595293824,0,0,0
0,0,0,0,349.5,0,4.192011553,0,0,0
0,0,0,0,349.5,0,0,0,0,0
0,0,0,0,349.5,0.06,4.807532957,0,1,1
0,0,0,0,350,0,5.504844321,0,0,1
0,1,0,0,0.4197,0.06,5.216941093,0,1,1
0,0,0,0,0.42,0,-8.264216667,0,0,1
0,0,0,0,0.42,0,1.801884462,0,0,1
0,0,0,0,0.42,0,-1.769991264,0,0,1
0,0,0,0,0.42,0,5.78395737,0,0,1
0,0,0,0,0.42,0.06,0.970776621,0,1,1
0,0,0,0,0.42,0,5.939573494,0,0,1
0,1,0,0,0.52,0,5.549985502,0,0,1
0,0,0,0,0.52,0,4.536102074,0,0,1
0,0,0,0,0.52,0,2.843700217,0,0,1
0,0,0,0,0.52,0,2.498763969,0,0,1
0,0,0,0,0.52,0,2.804694188,0,0,1
0,0,0,0,0.52,0,1.562639485,0,0,1
0,0,0,0,0.48,0,4.253194018,0,0,1
0,0,0,0,0.475,0,2.715966924,0,0,1
0,0,0,0,0.3865,0,5.784875818,0,0,1
0,1,0,0,0.425,0,4.685641394,0,0,1
0,0,0,0,0.4712,0,10.05684308,0,0,1
0,0,0,0,0.5587,0,3.293128476,0,0,1
0,0,0,0,0.4275,0,8.19487405,0,0,1
0,1,0,0,0.46,0,4.63026082,0,0,1
0,0,0,0,0.405,0.06,8.557119849,0,1,1
0,0,0,0,0.418699999,0.06,10.011,0,1,1
0,0,0,0,0.515649999,0.06,8.903,0,1,1
0,0,0,0,0.615749999,0.06,13.673,0,1,1
0,0,0,0,0.7271,0,8.972,0,0,1
0,0,0,0,0.8666,0,8.596,0,0,1
0,0,0,0,0.75695,0,7.551,0,0,1
0,1,0,0,0.8402,0,6.159,0,0,1
0,0,0,0,0.77785,0,8.224,0,0,1
0,0,0,0,0.89845,0,7.156,0,0,1
0,0,0,0,0.9046,0,7.722,0,0,1
0,0,0,0,0.83675,0,6.502,0,0,1
1,0,0,1,0.8645,0,7.693,0,0,1
1,0,0,1,0.95065,0,5.518,0,0,1
1,0,0,1,1.0466,0,4.04,0,0,1
1,0,0,1,0.9912,0,5.423,0,0,1
1,0,0,1,0.9508,0,6.232,0,0,1
0,0,0,0,0.9985,0,3.733,0,0,1
0,0,0,0,1.1475,0,3.599,0,0,1
0,0,0,0,1.101,0,3.102,0,0,1
0,0,0,0,1.2525,0,2.768,0,0,1
0,0,0,0,1.3853,0,2.77,0,0,1
0,0,0,0,1.4683,0,1.987,0,0,1
0,0,0,0,1.3341,0,2.706,0,0,1
0,0,0,0,1.2083,0,2.724,0,0,1
0,0,0,0,1.1994,0,3.621,0,0,1
0,0,0,0,1.3634,0,1.444,0,0,1
0,0,0,0,1.2971,0,4.143,0,0,1
0,0,0,0,1.2207,0,3.438,0,0,1
0,0,0,0,1.3099,0,4.913,0,0,1
0,0,0,0,1.3173,0,3.53,0,0,1
0,0,0,0,1.4379,0,4.409,0,0,1
0,0,0,0,1.4993,0,3.541,0,0,1
0,0,0,0,1.5506,0,5.139,0,0,1
0,0,0,0,1.653095696,0,5.805,0,0,1
0,0,0,0,1.862411798,0,4.924,0,0,1
0,0,0,0,0.0004976,0,2.857142857,0,0,0
0,0,0,0,0.0004976,0,2.777777778,0,0,0
0,0,0,0,0.0004968,0,2.702702703,0,0,0
0,0,0,0,0.0004968,0,7.894736842,0,0,0
0,0,0,0,0.0004958,0,2.43902439,0,0,0
0,0,0,0,0.000496,0,4.761904762,0,0,0
0,0,0,0,0.0007142,0,2.272727273,0,0,0
0,1,0,0,0.000714,0,4.444444444,0,0,0
0,0,0,0,0.000719,0,6.382978723,0,0,0
0,0,0,0,0.0007118,0,4,0,0,0
0,0,0,0,0.0007116,0,3.846153846,0,0,0
0,0,0,0,0.000718,0,3.703703704,0,0,0
0,0,0,0,0.0007136,0,3.571428571,0,0,0
0,0,0,0,0.000718,0,3.103448276,0,0,0
0,0,0,0,0.000712,0,3.177257525,0,0,0
0,0,0,0,0.0007138,0,1.13452188,0,0,0
0,0,0,0,0.0007144,0,2.083333333,0,0,0
0,0,0,0,0.0007134,0,3.453689168,0,0,0
0,0,0,0,0.0007122,0,0.151745068,0,0,0
0,0,0,0,0.0007136,0,1.363636364,0,0,0
0,0,0,0,0.000715,0,-0.448430493,0,0,0
0,0,0,0,0.0007168,0,3.003003003,0,0,1
0,0,0,0,0.0007136,0,8.163265306,0,0,1
0,0,0,0,0.0007168,0,10.2425876,0,0,1
0,0,0,0,0.0007104,0,5.012224939,0,0,1
0,0,0,0,0.0007168,0,10.71012806,0,0,1
0,0,0,0,0.0007126,0,2.523659306,0,0,1
0,0,0,0,0.0007141,0,2.564102564,0,0,1
0,0,0,0,0.0007143,0,6.52173913,0,0,1
0,0,0,0,0.0007143,0,4.761904762,0,0,1
0,0,0,0,0.0006429,0,6.493506494,0,0,1
0,0,0,0,0.0006429,0,7.926829268,0,0,1
0,0,0,0,0.0006429,0,10.16949153,0,0,1
0,0,0,0,0.0007934,0,18.97435897,0,0,1
0,1,0,0,0.0007589,0,19.82758621,0,0,1
0,0,0,0,0.0007862,0,16.18705036,0,0,1
0,0,0,0,0.0007775,0,9.59752322,0,0,1
0,0,0,0,0.0008031,0,11.729,0,0,1
0,0,0,0,0.00088,0,13.997,0,0,1
0,0,0,0,0.0009285,0,12.495,0,0,1
0,1,0,0,0.001236,0,19.692,0,1,1
0,1,1,0,0.002105,0,20.019,0,1,1
0,1,1,0,0.00563,0,37.43,0,1,1
0,1,1,0,0.01448,0,54.8,0,1,1
0,0,1,0,0.0077,0,47.028,0,1,1
0,1,1,0,0.0095,0,54.042,0,1,1
0,1,1,0,0.01841,0,128.294,0,1,1
0,1,1,0,0.0459,0,109.558,0,1,1
0,1,1,0,0.08733,0,97.701,0,1,1
0,1,1,0,0.31496,0,165.725,0,1,1
0,1,1,0,0.561,0,183.263,0,1,1
0,1,1,0,0.699,0,54.614,0,1,1
1,1,1,1,0.978,0,34.905,0,0,1
1,1,1,1,1.287,0,43.095,0,0,1
1,0,1,1,1.44,0,24.41,0,0,1
1,1,1,1,2.425,0,24.456,0,0,1
0,0,1,0,2.76,0,26.79,0,0,1
0,1,1,0,4.45,0,26.1,0,0,1
0,0,1,0,3.735,0,21.357,0,0,1
0,0,1,0,4.5,0,22.239,0,0,1
0,0,1,0,4.4,0,21.4,0,0,1
0,0,0,0,4.6,0,17.969,0,0,1
0,0,0,0,3.34,0,18.325,0,0,1
0,0,0,0,4.41722,0,9.017,0,0,1
0,0,0,0,3.83,0,10.655,0,0,1
0,1,0,0,4.83226,0,12.449,0,0,1
0,0,0,0,4.631,0,13.392,0,0,1
0,0,0,0,4.7899,0,8.5,0,0,1
0,0,0,0,5.11398,0,8.658,0,0,1
0,0,0,0,5.1466133,0,6.575,0,0,1
0,1,0,0,5.52,0,6.978,0,0,1
0,0,0,0,6.3856,0,7.811,0,0,1
0,0,0,0,4.81E-27,0,-17.24137931,0,0,0
0,0,0,0,4.34E-27,0,-13.88888889,0,0,0
0,0,0,0,4.59E-27,0,-4.032258065,0,0,0
0,0,0,0,4.10E-27,0,0.847457627,0,0,0
0,0,0,0,4.12E-27,0,0.840336134,0,0,0
0,0,0,0,4.10E-27,0,0,0,0,0
0,0,0,0,4.12E-27,0,-5,0,0,0
0,0,0,0,5.93E-27,0,-7.01754386,0,0,0
0,0,0,0,6.10E-27,0,-3.773584906,0,0,0
0,0,0,0,3.91E-27,0,-2.941176471,0,0,0
0,0,0,0,4.04E-27,0,-1.01010101,0,0,0
0,0,0,0,4.06E-27,0,0,0,0,0
0,0,0,0,4.08E-27,0,-1.020408163,0,0,0
0,0,0,0,4.00E-27,0,6.18556701,0,0,0
0,0,0,0,4.28E-27,0,-2.912621359,0,0,0
0,0,0,0,5.09E-27,0,0.906344411,0,0,0
0,0,0,0,4.96E-27,0,2.994011976,0,0,0
0,0,0,0,4.96E-27,0,3.779069767,0,0,0
0,0,0,0,4.96E-27,0,5.602240896,0,0,0
0,0,0,0,4.96E-27,0,6.100795756,0,0,0
0,0,0,0,4.96E-27,0,3,0,0,0
0,0,0,0,4.96E-27,0,2.669902913,0,0,0
0,0,0,0,4.96E-27,0,5.200945626,0,0,0
0,0,0,0,4.96E-27,0,2.921348315,0,0,0
0,0,0,0,4.96E-27,0,9.388646288,0,0,0
0,0,0,0,7.14E-27,0,3.79241517,0,0,0
0,0,0,0,7.14E-27,0,7.692307692,0,0,0
0,0,0,0,7.14E-27,0,6.964285714,0,0,0
0,0,0,0,7.14E-27,0,8.180300501,0,0,0
0,0,0,0,7.14E-27,0,2.777777778,0,0,0
0,0,0,0,7.14E-27,0,0,0,0,0
0,0,0,0,7.14E-27,0,1.651651652,0,0,0
0,0,0,0,7.18E-27,0,4.431314623,0,0,0
0,0,0,0,7.10E-27,0,2.97029703,0,0,0
0,0,0,0,7.10E-27,0,3.571428571,0,0,0
0,0,0,0,7.12E-27,0,2.652519894,0,0,0
0,0,0,0,7.15E-27,0,2.454780362,0,0,0
0,0,0,0,7.11E-27,0,2.90037831,0,0,0
0,0,0,0,7.14E-27,0,2.083333333,0,0,0
0,0,0,0,7.14E-27,0,1.080432173,0,0,0
0,0,0,0,7.14E-27,0,2.500022554,0,0,0
0,0,0,0,7.14E-27,0,2.500003432,1,1,1
0,0,0,0,7.14E-27,0,3.121953195,1,1,1
0,0,0,0,7.14E-27,0,2.365179967,1,1,1
0,0,0,0,7.14E-27,0,1.38631904,1,1,1
0,0,0,0,7.14E-27,0,0.364644862,1,1,1
0,0,0,0,7.16E-27,0,2.088991186,1,1,1
0,0,0,0,6.71E-27,0,3.024884047,1,1,1
0,0,0,0,6.52E-27,0,2.84975748,1,1,1
0,0,0,0,6.06E-27,0,3.106641376,1,1,1
0,0,0,0,5.49E-27,0,6.596092646,1,1,1
0,0,0,0,6.25E-27,0,10.00764002,1,1,1
0,0,0,0,6.19E-27,0,11.0416805,1,1,1
0,1,0,0,6.47E-27,0,10.25640067,1,1,1
0,0,0,0,6.75E-27,0,8.229915112,1,1,1
0,0,0,0,6.74E-27,0,12.55279758,1,1,1
0,0,0,0,6.31E-27,0,7.2,1,1,1
0,0,0,0,7.23E-27,0,13.2,0,0,1
0,1,0,0,7.39E-27,0,10.4,0,0,1
0,1,1,0,1.11E-26,0,23.2,0,0,1
0,1,1,0,1.45E-26,0,20.3,0,0,1
0,0,0,0,1.63E-26,0,8.3,0,0,1
0,0,0,0,1.68E-26,0,14.5,0,0,1
0,0,0,0,1.60E-26,0,12.5,0,0,1
0,1,0,0,1.93E-26,0,7.4,0,0,1
0,1,0,0,2.22E-26,0,12.8,0,0,1
0,1,0,0,2.61E-26,0,17.4,0,0,1
0,1,1,0,5.04E-26,0,24,0,0,1
0,0,1,0,5.37E-26,0,41.6,0,0,1
0,1,1,0,6.81E-26,0,28.2,0,0,1
0,1,1,0,8.38E-26,0,21.11354311,0,0,1
1,0,1,1,9.31E-26,0,25.80873955,0,0,1
1,1,0,1,1.08E-25,0,16.40028408,0,0,1
1,1,1,1,1.83E-25,0,20.0650384,0,0,1
1,1,1,1,3.71E-25,0,46.61127497,0,0,1
1,0,1,1,3.72E-25,0,56.92320336,0,0,1
1,1,1,1,5.50E-25,0,55.20369616,1,1,1
1,0,1,1,5.51E-25,0,112.1184112,1,1,1
1,0,1,1,5.50E-25,0,198.928606,1,1,1
1,1,1,1,7.95E-24,0,598.7447505,1,1,1
1,1,1,1,5.60E-23,0,132.7467739,1,1,1
1,1,1,1,8.46E-22,0,585.8443656,1,1,1
1,1,1,1,3.00E-19,0,1281.113605,1,1,1
1,1,1,1,1.90E-16,0,66279.89237,1,1,1
1,1,1,1,0.002,0,21989695.22,1,1,1
1,1,0,1,354.8,0,-7.67,1,1,1
0,0,0,0,378.2,0,3.217,1,1,1
